Departure,Arrival,Time,Date,Terminal
CityD,CityG,07:21,2024-01-21,1
CityD,CityJ,14:48,2024-01-21,2
CityA,CityJ,21:49,2024-01-21,1
CityC,CityG,20:38,2024-01-21,1
CityE,CityI,22:11,2024-01-21,3
CityC,CityF,19:13,2024-01-21,1
CityE,CityI,11:37,2024-01-21,2
CityE,CityJ,00:10,2024-01-22,3
CityB,CityF,18:45,2024-01-22,3
CityC,CityG,16:55,2024-01-22,3
CityE,CityF,17:58,2024-01-22,1
CityE,CityI,06:21,2024-01-22,3
CityB,CityH,03:21,2024-01-22,2
CityE,CityF,12:57,2024-01-22,3
CityB,CityF,05:59,2024-01-22,3
CityC,CityH,02:37,2024-01-22,2
CityC,CityI,00:36,2024-01-22,3
CityD,CityJ,06:02,2024-01-22,3
CityB,CityG,02:35,2024-01-22,1
CityD,CityJ,10:27,2024-01-22,1
CityB,CityF,16:43,2024-01-23,2
CityB,CityF,10:12,2024-01-23,2
CityB,CityF,22:51,2024-01-23,1
CityD,CityF,13:35,2024-01-23,2
CityA,CityH,11:43,2024-01-23,2
CityC,CityI,01:56,2024-01-23,3
CityA,CityI,14:24,2024-01-23,3
CityC,CityI,23:14,2024-01-23,1
CityE,CityH,01:48,2024-01-23,3
CityC,CityF,04:09,2024-01-23,2
CityE,CityF,01:49,2024-01-23,2
CityB,CityF,12:17,2024-01-23,2
CityE,CityH,23:34,2024-01-24,1
CityB,CityG,16:41,2024-01-24,1
CityC,CityJ,19:19,2024-01-24,3
CityC,CityH,07:36,2024-01-24,2
CityE,CityI,17:39,2024-01-24,3
CityC,CityJ,01:04,2024-01-24,1
CityE,CityF,03:38,2024-01-24,2
CityE,CityG,22:40,2024-01-24,2
CityA,CityI,13:52,2024-01-24,1
CityB,CityJ,21:45,2024-01-24,2
CityC,CityF,22:10,2024-01-24,2
CityC,CityG,19:22,2024-01-24,2
CityE,CityI,05:52,2024-01-24,2
CityA,CityI,08:17,2024-01-24,3
CityE,CityH,19:02,2024-01-25,2
CityA,CityH,17:51,2024-01-25,1
CityA,CityI,09:32,2024-01-25,3
CityE,CityH,08:44,2024-01-25,2
CityD,CityH,23:47,2024-01-25,3
CityA,CityI,03:54,2024-01-25,2
CityE,CityF,05:32,2024-01-25,1
CityB,CityH,10:10,2024-01-25,3
CityE,CityI,06:00,2024-01-25,2
CityB,CityF,08:53,2024-01-25,2
CityE,CityH,06:32,2024-01-25,1
CityD,CityF,01:05,2024-01-25,2
CityB,CityF,12:35,2024-01-25,2
CityB,CityI,08:51,2024-01-26,1
CityA,CityI,22:47,2024-01-26,2
CityA,CityF,12:28,2024-01-26,3
CityB,CityF,16:58,2024-01-26,1
CityB,CityI,19:24,2024-01-26,1
CityC,CityJ,22:40,2024-01-26,2
CityA,CityI,08:39,2024-01-26,3
CityE,CityG,15:00,2024-01-27,3
CityA,CityF,21:34,2024-01-27,3
CityB,CityH,00:28,2024-01-27,1
CityE,CityG,09:02,2024-01-27,1
CityB,CityH,05:09,2024-01-27,2
CityA,CityG,11:32,2024-01-27,3
CityA,CityI,14:08,2024-01-27,1
CityD,CityF,11:12,2024-01-27,1
CityE,CityG,04:09,2024-01-28,3
CityE,CityG,23:56,2024-01-28,2
CityA,CityH,21:43,2024-01-28,1
CityC,CityJ,01:02,2024-01-28,2
CityD,CityJ,06:03,2024-01-28,1
CityC,CityH,02:22,2024-01-28,2
CityB,CityI,18:11,2024-01-28,2
CityE,CityH,21:31,2024-01-28,2
CityB,CityG,06:29,2024-01-28,3
CityC,CityJ,06:45,2024-01-28,1
CityB,CityI,15:36,2024-01-28,1
CityA,CityF,00:07,2024-01-28,3
CityC,CityH,15:59,2024-01-28,3
CityE,CityJ,22:42,2024-01-29,2
CityE,CityJ,15:53,2024-01-29,1
CityA,CityI,05:24,2024-01-29,3
CityD,CityJ,23:38,2024-01-29,1
CityB,CityF,13:16,2024-01-29,2
CityB,CityI,01:14,2024-01-29,3
CityE,CityF,03:33,2024-01-29,3
CityE,CityH,20:42,2024-01-29,3
CityA,CityG,19:42,2024-01-29,1
CityA,CityH,16:59,2024-01-29,3
CityD,CityG,22:36,2024-01-29,2
CityB,CityH,06:46,2024-01-29,3
CityC,CityJ,20:04,2024-01-29,2
CityE,CityJ,11:45,2024-01-29,3
CityD,CityH,00:37,2024-01-29,3
CityA,CityG,04:51,2024-01-30,2
CityD,CityF,20:48,2024-01-30,2
CityE,CityF,12:19,2024-01-30,1
CityE,CityG,18:23,2024-01-30,3
CityE,CityF,08:11,2024-01-30,1
CityB,CityH,02:48,2024-01-30,1
CityD,CityJ,18:34,2024-01-30,2
CityB,CityJ,03:33,2024-01-30,2
CityB,CityI,09:06,2024-01-30,1
CityD,CityI,09:45,2024-01-30,1
CityA,CityI,14:46,2024-01-31,1
CityC,CityI,22:17,2024-01-31,1
CityB,CityF,19:53,2024-01-31,3
CityC,CityF,16:26,2024-01-31,3
CityC,CityH,22:17,2024-01-31,1
CityD,CityG,06:16,2024-01-31,2
CityD,CityF,12:44,2024-01-31,2
CityA,CityF,07:54,2024-01-31,1
CityD,CityJ,09:54,2024-01-31,1
CityD,CityG,14:19,2024-01-31,1
CityC,CityG,16:58,2024-01-31,2
CityE,CityH,01:59,2024-02-01,1
CityA,CityF,02:05,2024-02-01,2
CityC,CityI,16:19,2024-02-01,2
CityC,CityF,12:28,2024-02-01,1
CityB,CityJ,13:48,2024-02-01,1
CityD,CityJ,04:24,2024-02-01,1
CityD,CityG,08:26,2024-02-01,2
CityD,CityH,19:29,2024-02-01,1
CityC,CityI,23:31,2024-02-01,1
CityB,CityI,17:13,2024-02-02,2
CityB,CityH,03:20,2024-02-02,3
CityA,CityI,12:04,2024-02-02,3
CityC,CityG,15:34,2024-02-02,2
CityD,CityJ,04:12,2024-02-02,3
CityD,CityH,14:38,2024-02-02,1
CityA,CityF,22:32,2024-02-02,2
CityA,CityF,07:25,2024-02-02,1
CityD,CityF,15:03,2024-02-02,3
CityB,CityF,11:29,2024-02-02,3
CityC,CityG,04:48,2024-02-02,1
CityD,CityJ,01:18,2024-02-03,3
CityD,CityH,18:11,2024-02-03,1
CityC,CityF,23:46,2024-02-03,1
CityB,CityI,10:18,2024-02-03,3
CityA,CityF,06:18,2024-02-03,2
CityB,CityI,03:54,2024-02-03,1
CityC,CityH,02:35,2024-02-03,3
CityB,CityG,09:20,2024-02-03,1
CityE,CityF,02:34,2024-02-03,3
CityC,CityJ,23:34,2024-02-03,3
CityD,CityH,10:04,2024-02-04,1
CityE,CityJ,12:43,2024-02-04,1
CityC,CityH,01:19,2024-02-04,3
CityE,CityI,18:24,2024-02-04,1
CityE,CityG,04:54,2024-02-04,2
CityB,CityJ,08:29,2024-02-04,3
CityE,CityF,08:13,2024-02-05,2
CityB,CityJ,02:34,2024-02-05,3
CityB,CityJ,22:09,2024-02-05,1
CityB,CityJ,17:29,2024-02-05,2
CityE,CityH,19:37,2024-02-05,3
CityE,CityI,05:18,2024-02-05,3
CityD,CityG,07:42,2024-02-05,3
CityA,CityG,23:05,2024-02-05,3
CityB,CityI,10:40,2024-02-06,1
CityD,CityF,21:37,2024-02-06,1
CityB,CityF,11:12,2024-02-06,3
CityC,CityJ,23:18,2024-02-06,1
CityA,CityI,01:38,2024-02-06,3
CityC,CityI,16:52,2024-02-06,3
CityC,CityJ,06:05,2024-02-06,2
CityC,CityI,15:41,2024-02-06,1
CityD,CityI,23:26,2024-02-06,1
CityD,CityF,00:49,2024-02-07,2
CityE,CityH,05:16,2024-02-07,3
CityB,CityF,16:16,2024-02-07,3
CityA,CityG,12:42,2024-02-07,1
CityD,CityJ,13:23,2024-02-07,2
CityC,CityJ,16:00,2024-02-07,2
CityB,CityH,23:36,2024-02-07,2
CityE,CityI,07:14,2024-02-07,3
CityD,CityG,06:45,2024-02-07,1
CityC,CityJ,21:02,2024-02-07,1
CityE,CityJ,14:13,2024-02-07,1
CityC,CityG,07:00,2024-02-07,1
CityA,CityH,10:16,2024-02-07,2
CityA,CityF,14:46,2024-02-07,2
CityE,CityG,03:31,2024-02-08,1
CityD,CityI,10:57,2024-02-08,2
CityC,CityJ,10:18,2024-02-08,1
CityE,CityH,10:18,2024-02-08,1
CityB,CityG,01:06,2024-02-08,3
CityE,CityG,21:31,2024-02-09,1
CityC,CityJ,14:41,2024-02-09,1
CityC,CityI,21:53,2024-02-09,2
CityA,CityI,20:39,2024-02-09,1
CityE,CityF,11:43,2024-02-09,1
CityD,CityH,04:50,2024-02-10,2
CityA,CityG,03:23,2024-02-10,3
CityB,CityI,07:14,2024-02-10,1
CityA,CityH,08:14,2024-02-10,1
CityC,CityI,23:19,2024-02-10,2
CityA,CityH,20:47,2024-02-11,3
CityE,CityJ,16:17,2024-02-11,1
CityD,CityH,12:37,2024-02-11,1
CityB,CityJ,19:17,2024-02-11,1
CityE,CityH,21:18,2024-02-11,1
CityE,CityG,16:05,2024-02-11,2
CityD,CityJ,04:49,2024-02-11,1
CityA,CityJ,14:10,2024-02-11,1
CityD,CityI,15:46,2024-02-11,2
CityD,CityF,08:33,2024-02-11,3
CityA,CityJ,17:16,2024-02-11,2
CityC,CityF,02:50,2024-02-12,2
CityA,CityI,14:49,2024-02-12,1
CityB,CityH,01:00,2024-02-12,3
CityD,CityG,14:19,2024-02-12,3
CityC,CityF,18:18,2024-02-12,2
CityD,CityF,18:32,2024-02-12,2
CityC,CityG,08:42,2024-02-12,2
CityD,CityH,07:21,2024-02-12,2
CityA,CityG,13:51,2024-02-12,2
CityC,CityH,01:42,2024-02-12,3
CityC,CityG,18:43,2024-02-12,3
CityD,CityG,13:42,2024-02-12,3
CityC,CityF,04:39,2024-02-13,2
CityB,CityG,22:29,2024-02-13,3
CityD,CityJ,11:01,2024-02-13,2
CityB,CityG,07:43,2024-02-13,3
CityA,CityI,17:37,2024-02-13,1
CityA,CityG,03:03,2024-02-13,2
CityE,CityI,11:42,2024-02-13,1
CityC,CityJ,04:06,2024-02-13,2
CityC,CityH,00:49,2024-02-13,2
CityE,CityH,04:08,2024-02-14,2
CityB,CityG,09:03,2024-02-14,2
CityB,CityH,10:36,2024-02-14,3
CityD,CityF,18:20,2024-02-14,2
CityA,CityJ,23:34,2024-02-14,2
CityB,CityH,07:04,2024-02-14,3
CityD,CityG,06:25,2024-02-14,2
CityC,CityJ,07:38,2024-02-14,2
CityD,CityG,08:13,2024-02-14,1
CityC,CityG,15:16,2024-02-14,1
CityC,CityG,22:00,2024-02-14,2
CityD,CityH,08:54,2024-02-14,1
CityB,CityJ,23:12,2024-02-15,2
CityD,CityH,13:34,2024-02-15,1
CityA,CityF,22:38,2024-02-15,3
CityB,CityJ,08:41,2024-02-15,3
CityA,CityF,17:17,2024-02-15,2
CityD,CityF,04:57,2024-02-15,3
CityD,CityF,07:14,2024-02-15,3
CityB,CityJ,00:40,2024-02-15,3
CityB,CityF,17:57,2024-02-16,1
CityA,CityG,14:29,2024-02-16,1
CityB,CityI,01:08,2024-02-16,1
CityC,CityI,06:21,2024-02-16,1
CityC,CityH,07:11,2024-02-16,1
CityC,CityG,08:58,2024-02-16,3
CityB,CityH,18:46,2024-02-17,1
CityB,CityI,12:22,2024-02-17,1
CityC,CityH,21:54,2024-02-17,1
CityB,CityH,20:00,2024-02-17,2
CityE,CityJ,13:19,2024-02-17,2
CityB,CityI,07:46,2024-02-17,3
CityA,CityF,09:29,2024-02-17,1
CityD,CityG,09:32,2024-02-17,1
CityA,CityF,13:53,2024-02-17,3
CityE,CityH,07:54,2024-02-17,1
CityC,CityJ,23:42,2024-02-17,1
CityB,CityG,00:39,2024-02-18,2
CityE,CityH,02:40,2024-02-18,3
CityB,CityG,18:33,2024-02-18,3
CityE,CityJ,20:46,2024-02-18,2
CityE,CityG,14:46,2024-02-18,2
CityC,CityF,11:07,2024-02-18,3
CityD,CityJ,18:17,2024-02-18,2
CityE,CityI,11:07,2024-02-18,1
CityB,CityH,20:33,2024-02-19,2
CityC,CityG,10:20,2024-02-19,2
CityA,CityI,10:26,2024-02-19,1
CityA,CityH,20:24,2024-02-19,3
CityB,CityG,21:15,2024-02-19,2
CityB,CityG,04:54,2024-02-19,3
CityC,CityI,22:30,2024-02-19,3
CityA,CityF,18:11,2024-02-19,1
CityD,CityH,23:19,2024-02-19,1
CityE,CityJ,17:12,2024-02-19,2
CityC,CityJ,06:11,2024-02-19,3
CityE,CityF,07:50,2024-02-20,2
CityA,CityI,05:06,2024-02-20,1
CityB,CityH,19:32,2024-02-20,3
CityB,CityF,12:39,2024-02-20,3
CityB,CityG,01:08,2024-02-20,2
CityE,CityJ,11:28,2024-02-20,3
CityC,CityG,15:14,2024-02-20,1
CityE,CityI,19:10,2024-02-20,1
CityE,CityH,13:48,2024-02-20,1
CityB,CityJ,19:23,2024-02-20,1
CityE,CityF,13:16,2024-02-20,3
CityE,CityH,18:18,2024-02-20,2
CityA,CityG,19:46,2024-02-20,3
CityC,CityF,16:25,2024-02-20,2
CityD,CityG,03:33,2024-02-21,3
CityE,CityF,09:48,2024-02-21,2
CityB,CityG,20:13,2024-02-21,1
CityE,CityH,09:27,2024-02-21,1
CityD,CityH,11:46,2024-02-21,1
CityE,CityH,03:57,2024-02-21,3
CityC,CityJ,07:52,2024-02-21,1
CityD,CityJ,00:38,2024-02-21,3
CityA,CityH,17:45,2024-02-22,3
CityB,CityI,18:42,2024-02-22,2
CityE,CityI,01:45,2024-02-22,2
CityA,CityJ,23:39,2024-02-22,2
CityA,CityJ,03:55,2024-02-22,3
CityD,CityI,02:21,2024-02-22,1
CityC,CityJ,22:02,2024-02-23,3
CityA,CityJ,02:15,2024-02-23,1
CityD,CityF,02:10,2024-02-23,2
CityE,CityF,06:57,2024-02-23,3
CityA,CityG,11:18,2024-02-23,3
CityB,CityH,23:45,2024-02-23,2
CityA,CityH,05:44,2024-02-23,1
CityA,CityF,03:04,2024-02-23,2
CityA,CityH,20:03,2024-02-23,2
CityB,CityF,01:25,2024-02-23,2
CityD,CityJ,17:08,2024-02-23,2
CityC,CityI,00:24,2024-02-23,1
CityA,CityF,06:05,2024-02-23,2
CityE,CityJ,09:39,2024-02-23,3
CityD,CityF,11:29,2024-02-23,3
CityB,CityF,11:03,2024-02-24,2
CityC,CityF,05:04,2024-02-24,2
CityD,CityG,19:04,2024-02-24,3
CityB,CityH,23:24,2024-02-24,1
CityC,CityF,22:37,2024-02-24,1
CityE,CityG,19:35,2024-02-24,2
CityC,CityJ,06:21,2024-02-24,2
CityC,CityH,04:44,2024-02-25,3
CityC,CityF,06:54,2024-02-25,2
CityE,CityF,21:12,2024-02-25,3
CityC,CityI,02:00,2024-02-25,3
CityC,CityF,17:25,2024-02-25,2
CityD,CityH,01:59,2024-02-25,2
CityE,CityH,00:05,2024-02-25,2
CityE,CityJ,18:28,2024-02-25,1
CityD,CityF,08:02,2024-02-25,3
CityE,CityH,04:36,2024-02-25,3
CityC,CityJ,01:14,2024-02-25,1
CityA,CityI,12:43,2024-02-25,3
CityA,CityG,20:14,2024-02-25,3
CityC,CityF,03:27,2024-02-25,2
CityC,CityG,21:55,2024-02-26,2
CityC,CityG,17:06,2024-02-26,2
CityB,CityJ,12:03,2024-02-26,3
CityE,CityG,02:10,2024-02-26,3
CityD,CityI,02:57,2024-02-26,2
CityA,CityJ,05:14,2024-02-26,2
CityC,CityF,01:28,2024-02-26,2
CityA,CityG,02:03,2024-02-26,1
CityA,CityG,14:32,2024-02-27,2
CityE,CityF,01:19,2024-02-27,3
CityB,CityH,03:52,2024-02-27,3
CityD,CityG,13:24,2024-02-27,3
CityD,CityG,11:23,2024-02-27,1
CityA,CityI,07:28,2024-02-27,3
CityE,CityJ,01:01,2024-02-27,2
CityB,CityJ,11:32,2024-02-27,3
CityB,CityJ,12:37,2024-02-27,3
CityC,CityJ,07:19,2024-02-27,3
CityB,CityF,00:59,2024-02-27,1
CityA,CityG,00:05,2024-02-27,3
CityD,CityI,00:11,2024-02-27,2
CityD,CityG,15:59,2024-02-27,2
CityA,CityH,20:27,2024-02-28,1
CityC,CityI,02:18,2024-02-28,1
CityB,CityH,23:41,2024-02-28,1
CityB,CityH,21:42,2024-02-28,1
CityE,CityJ,09:17,2024-02-28,1
CityA,CityH,10:52,2024-02-28,3
CityB,CityF,15:35,2024-02-28,1
CityA,CityG,16:00,2024-02-28,2
CityE,CityF,09:49,2024-02-29,3
CityE,CityF,05:22,2024-02-29,3
CityD,CityJ,11:52,2024-02-29,2
CityA,CityJ,09:41,2024-02-29,1
CityB,CityI,13:38,2024-02-29,3
CityB,CityI,17:56,2024-02-29,1
CityE,CityJ,19:38,2024-02-29,3
CityE,CityH,17:33,2024-02-29,2
CityE,CityI,19:36,2024-03-01,3
CityB,CityH,14:11,2024-03-01,3
CityD,CityH,19:38,2024-03-01,2
CityD,CityJ,05:24,2024-03-01,3
CityB,CityJ,10:39,2024-03-01,3
CityB,CityH,21:52,2024-03-01,1
CityD,CityH,14:46,2024-03-01,3
CityE,CityH,08:05,2024-03-01,2
CityE,CityH,07:44,2024-03-01,2
CityC,CityI,20:51,2024-03-01,2
CityB,CityF,04:53,2024-03-01,1
CityC,CityG,09:34,2024-03-01,2
CityE,CityG,09:49,2024-03-01,3
CityE,CityJ,16:28,2024-03-01,3
CityC,CityG,10:50,2024-03-02,1
CityA,CityI,23:31,2024-03-02,3
CityD,CityH,06:34,2024-03-02,1
CityC,CityI,14:51,2024-03-02,1
CityD,CityI,01:40,2024-03-02,3
CityD,CityJ,21:57,2024-03-02,1
CityE,CityF,13:12,2024-03-02,1
CityD,CityI,13:03,2024-03-02,3
CityD,CityF,00:14,2024-03-02,1
CityD,CityI,12:59,2024-03-02,3
CityA,CityI,01:43,2024-03-02,2
CityE,CityJ,14:36,2024-03-02,2
CityD,CityF,18:36,2024-03-02,1
CityA,CityJ,23:59,2024-03-02,3
CityC,CityG,19:21,2024-03-02,3
CityE,CityF,21:31,2024-03-03,3
CityD,CityJ,07:10,2024-03-03,1
CityB,CityH,05:32,2024-03-03,3
CityE,CityI,23:15,2024-03-03,2
CityE,CityH,00:30,2024-03-03,2
CityC,CityH,02:25,2024-03-03,1
CityA,CityH,04:57,2024-03-03,2
CityA,CityH,13:31,2024-03-04,1
CityE,CityI,04:04,2024-03-04,2
CityA,CityF,19:05,2024-03-04,2
CityB,CityH,16:30,2024-03-04,1
CityC,CityI,21:40,2024-03-04,1
CityC,CityG,06:23,2024-03-04,2
CityB,CityG,09:51,2024-03-04,2
CityD,CityH,19:33,2024-03-04,2
CityB,CityF,04:08,2024-03-04,3
CityA,CityG,12:36,2024-03-04,1
CityB,CityJ,19:52,2024-03-05,1
CityB,CityI,16:29,2024-03-05,1
CityB,CityF,14:00,2024-03-05,3
CityA,CityF,02:42,2024-03-05,3
CityB,CityF,13:02,2024-03-05,2
CityA,CityG,08:00,2024-03-05,2
CityE,CityH,08:51,2024-03-05,1
CityE,CityI,12:46,2024-03-05,3
CityC,CityG,13:05,2024-03-05,3
CityA,CityF,05:06,2024-03-05,3
CityC,CityG,08:21,2024-03-05,1
CityA,CityG,17:25,2024-03-05,1
CityE,CityF,03:49,2024-03-05,1
CityA,CityI,14:15,2024-03-06,1
CityC,CityJ,10:36,2024-03-06,1
CityB,CityI,22:36,2024-03-06,2
CityD,CityI,20:59,2024-03-06,2
CityD,CityJ,08:24,2024-03-06,3
CityD,CityH,10:11,2024-03-06,2
CityB,CityI,21:43,2024-03-06,1
CityC,CityF,17:55,2024-03-06,2
CityC,CityF,07:04,2024-03-06,1
CityB,CityI,09:47,2024-03-06,2
CityB,CityG,15:27,2024-03-06,1
CityC,CityI,19:07,2024-03-06,2
CityE,CityJ,06:50,2024-03-06,3
CityE,CityJ,09:28,2024-03-06,1
CityD,CityJ,06:53,2024-03-06,3
CityC,CityF,11:09,2024-03-07,3
CityE,CityH,20:03,2024-03-07,2
CityB,CityH,00:03,2024-03-07,3
CityE,CityH,06:19,2024-03-07,3
CityD,CityF,03:37,2024-03-07,3
CityD,CityI,20:20,2024-03-07,2
CityC,CityH,09:32,2024-03-07,2
CityD,CityH,18:22,2024-03-07,3
CityD,CityG,05:28,2024-03-07,3
CityE,CityH,19:36,2024-03-07,3
CityE,CityI,04:34,2024-03-07,3
CityD,CityJ,03:55,2024-03-07,2
CityB,CityF,11:02,2024-03-08,2
CityB,CityH,02:18,2024-03-08,3
CityC,CityI,04:15,2024-03-08,2
CityC,CityH,08:24,2024-03-08,1
CityC,CityH,14:02,2024-03-08,2
CityB,CityF,02:07,2024-03-08,3
CityE,CityI,18:29,2024-03-08,3
CityC,CityJ,05:34,2024-03-08,3
CityA,CityJ,18:14,2024-03-08,1
CityB,CityG,15:18,2024-03-08,3
CityB,CityH,11:48,2024-03-09,2
CityD,CityH,01:18,2024-03-09,3
CityD,CityJ,11:59,2024-03-09,2
CityB,CityF,19:05,2024-03-09,1
CityB,CityI,07:05,2024-03-09,1
CityC,CityI,00:08,2024-03-09,3
CityC,CityI,16:05,2024-03-09,1
CityC,CityH,00:48,2024-03-09,2
CityE,CityF,04:41,2024-03-09,1
CityE,CityJ,09:13,2024-03-09,1
CityA,CityJ,07:03,2024-03-09,3
CityA,CityH,05:17,2024-03-09,1
CityA,CityG,13:18,2024-03-09,2
CityB,CityH,16:32,2024-03-10,1
CityD,CityJ,02:40,2024-03-10,1
CityC,CityJ,03:00,2024-03-10,2
CityC,CityG,14:03,2024-03-10,3
CityC,CityJ,04:25,2024-03-10,2
CityE,CityF,17:02,2024-03-10,2
CityD,CityG,08:05,2024-03-10,1
CityE,CityJ,20:20,2024-03-10,1
CityC,CityF,07:53,2024-03-10,3
CityC,CityH,16:33,2024-03-10,3
CityA,CityH,04:44,2024-03-10,1
CityC,CityH,12:29,2024-03-11,3
CityA,CityF,16:35,2024-03-11,1
CityC,CityI,13:46,2024-03-11,1
CityC,CityF,08:53,2024-03-11,3
CityD,CityI,13:22,2024-03-11,1
CityB,CityI,12:01,2024-03-11,3
CityD,CityH,11:59,2024-03-11,2
CityE,CityG,18:10,2024-03-12,2
CityA,CityJ,15:05,2024-03-12,3
CityE,CityJ,09:27,2024-03-12,2
CityA,CityF,13:30,2024-03-12,3
CityB,CityI,09:35,2024-03-12,3
CityA,CityF,16:26,2024-03-12,3
CityC,CityG,21:29,2024-03-13,3
CityD,CityI,03:01,2024-03-13,3
CityC,CityI,22:56,2024-03-13,3
CityD,CityJ,09:15,2024-03-13,1
CityE,CityF,05:45,2024-03-13,2
CityD,CityI,15:02,2024-03-13,1
CityD,CityJ,23:21,2024-03-13,3
CityC,CityJ,08:16,2024-03-13,1
CityB,CityJ,12:02,2024-03-13,1
CityE,CityF,22:21,2024-03-13,1
CityD,CityJ,13:43,2024-03-13,1
CityD,CityJ,07:56,2024-03-13,3
CityA,CityG,05:31,2024-03-13,2
CityD,CityH,04:55,2024-03-13,1
CityA,CityF,13:36,2024-03-14,2
CityD,CityI,16:24,2024-03-14,2
CityD,CityH,17:29,2024-03-14,1
CityE,CityG,10:23,2024-03-14,2
CityB,CityI,16:22,2024-03-14,3
CityE,CityG,12:47,2024-03-14,3
CityD,CityJ,10:41,2024-03-14,2
CityC,CityJ,00:43,2024-03-14,2
CityD,CityI,10:16,2024-03-14,2
CityE,CityF,23:52,2024-03-15,3
CityC,CityG,08:39,2024-03-15,3
CityB,CityI,14:01,2024-03-15,2
CityD,CityJ,06:03,2024-03-15,2
CityD,CityJ,11:57,2024-03-15,2
CityA,CityG,16:33,2024-03-15,2
CityD,CityH,10:39,2024-03-15,2
CityE,CityJ,13:01,2024-03-15,1
CityC,CityF,16:11,2024-03-15,3
CityB,CityJ,07:40,2024-03-16,3
CityD,CityI,16:31,2024-03-16,2
CityE,CityG,02:44,2024-03-16,1
CityC,CityH,10:44,2024-03-16,1
CityA,CityF,19:27,2024-03-16,2
CityC,CityF,23:44,2024-03-16,2
CityA,CityG,13:08,2024-03-16,2
CityB,CityG,22:42,2024-03-16,1
CityC,CityH,11:36,2024-03-16,1
CityD,CityH,03:18,2024-03-16,2
CityB,CityH,06:51,2024-03-17,1
CityD,CityH,16:35,2024-03-17,3
CityB,CityF,23:35,2024-03-17,3
CityB,CityG,01:17,2024-03-17,2
CityD,CityJ,00:13,2024-03-17,3
CityE,CityH,00:28,2024-03-17,2
CityB,CityJ,07:34,2024-03-17,3
CityE,CityH,08:11,2024-03-17,2
CityC,CityH,08:33,2024-03-17,3
CityC,CityJ,19:34,2024-03-17,1
CityC,CityJ,21:58,2024-03-17,3
CityB,CityJ,06:29,2024-03-17,2
CityA,CityF,17:52,2024-03-17,3
CityE,CityI,10:10,2024-03-18,3
CityC,CityI,19:43,2024-03-18,2
CityD,CityI,07:25,2024-03-18,3
CityA,CityG,23:33,2024-03-18,2
CityB,CityI,04:58,2024-03-18,3
CityE,CityF,13:30,2024-03-18,2
CityA,CityJ,13:24,2024-03-18,3
CityD,CityJ,00:22,2024-03-18,3
CityB,CityI,22:33,2024-03-19,1
CityE,CityG,09:12,2024-03-19,1
CityD,CityG,16:11,2024-03-19,2
CityA,CityI,10:37,2024-03-19,1
CityD,CityI,02:35,2024-03-19,2
CityA,CityG,16:36,2024-03-19,1
CityE,CityH,23:54,2024-03-19,1
CityC,CityG,22:41,2024-03-19,2
CityE,CityF,03:53,2024-03-19,2
CityE,CityH,13:05,2024-03-19,3
CityD,CityG,19:29,2024-03-19,2
CityC,CityI,11:11,2024-03-19,2
CityA,CityG,06:32,2024-03-19,1
CityE,CityH,05:21,2024-03-19,3
CityD,CityJ,06:55,2024-03-19,3
CityE,CityH,03:01,2024-03-20,1
CityE,CityF,22:48,2024-03-20,1
CityC,CityH,18:10,2024-03-20,3
CityA,CityI,05:39,2024-03-20,2
CityC,CityG,04:27,2024-03-20,2
CityC,CityF,22:11,2024-03-20,3
CityC,CityI,20:09,2024-03-20,3
CityB,CityG,22:15,2024-03-20,2
CityD,CityH,22:27,2024-03-20,2
CityC,CityF,12:52,2024-03-21,3
CityA,CityG,17:57,2024-03-21,2
CityC,CityI,15:35,2024-03-21,3
CityC,CityJ,15:22,2024-03-21,1
CityA,CityG,22:38,2024-03-21,2
CityA,CityJ,22:53,2024-03-21,3
CityB,CityF,02:05,2024-03-21,2
CityD,CityH,05:10,2024-03-21,3
CityE,CityF,08:47,2024-03-21,3
CityA,CityI,09:14,2024-03-21,3
CityA,CityH,23:32,2024-03-21,1
CityB,CityJ,05:28,2024-03-21,1
CityB,CityF,00:22,2024-03-21,1
CityE,CityF,22:09,2024-03-22,1
CityA,CityI,02:12,2024-03-22,3
CityB,CityI,01:32,2024-03-22,1
CityB,CityI,07:49,2024-03-22,1
CityD,CityF,09:54,2024-03-22,2
CityB,CityJ,00:19,2024-03-22,3
CityA,CityJ,06:22,2024-03-23,3
CityA,CityI,13:50,2024-03-23,1
CityC,CityI,14:59,2024-03-23,2
CityC,CityI,17:24,2024-03-23,3
CityA,CityF,17:57,2024-03-23,3
CityB,CityG,19:38,2024-03-23,2
CityB,CityJ,14:20,2024-03-24,3
CityA,CityF,01:27,2024-03-24,3
CityB,CityH,19:52,2024-03-24,1
CityC,CityI,17:53,2024-03-24,3
CityB,CityF,21:15,2024-03-24,3
CityC,CityI,14:57,2024-03-24,2
CityE,CityG,20:26,2024-03-24,1
CityD,CityI,17:53,2024-03-25,2
CityC,CityI,23:35,2024-03-25,1
CityC,CityI,03:21,2024-03-25,2
CityC,CityJ,15:44,2024-03-25,2
CityC,CityI,06:24,2024-03-25,1
CityE,CityJ,15:27,2024-03-25,1
CityE,CityJ,19:19,2024-03-25,2
CityB,CityG,21:27,2024-03-25,2
CityE,CityJ,08:29,2024-03-25,3
CityB,CityI,14:09,2024-03-25,2
CityC,CityG,13:37,2024-03-25,3
CityE,CityJ,14:09,2024-03-26,2
